antecedente,consequente,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
feijao,"arroz, frango",0.512,0.271,0.27,0.52734375,1.9459178966789668,0.131248,1.5423471074380164,0.996114146933819
"arroz, manteiga","feijao, frango",0.185,0.27,0.097,0.5243243243243243,1.9419419419419417,0.04705,1.5346590909090907,0.5951552716463222
"arroz, frango, pao",feijao,0.172,0.512,0.171,0.994186046511628,1.9417696220930234,0.08293600000000002,83.93600000000146,0.585755855015962
"arroz, frango, leite",feijao,0.169,0.512,0.168,0.9940828402366864,1.941568047337278,0.081472,82.47199999999958,0.5835768723855366
"arroz, limpeza",feijao,0.128,0.512,0.127,0.9921875,1.9378662109375,0.061464000000000005,62.464,0.5550097522213394
"arroz, frango","feijao, pao",0.271,0.326,0.171,0.6309963099630996,1.9355715029542933,0.082654,1.8265399999999998,0.6630407752348406
"feijao, pao","arroz, frango",0.326,0.271,0.171,0.5245398773006135,1.935571502954293,0.082654,1.5332516129032256,0.7171464764780399
"frango, limpeza","arroz, feijao",0.068,0.503,0.066,0.9705882352941176,1.9295988773242896,0.031796,16.897999999999996,0.5169072701261542
"frango, manteiga","arroz, feijao",0.1,0.503,0.097,0.97,1.9284294234592445,0.0467,16.566666666666652,0.5349369988545246
"acucar, feijao","arroz, frango",0.201,0.271,0.105,0.5223880597014925,1.9276312166106733,0.05052899999999999,1.5263437499999999,0.6022885750044699
"feijao, frango",arroz,0.27,0.519,0.27,1.0,1.9267822736030829,0.12987,inf,0.6589041095890412
"feijao, frango, pao",arroz,0.171,0.519,0.171,1.0,1.9267822736030829,0.082251,inf,0.5802171290711702
"feijao, frango, leite",arroz,0.168,0.519,0.168,1.0,1.9267822736030829,0.080808,inf,0.578125
"carne, feijao, pao",arroz,0.157,0.519,0.157,1.0,1.9267822736030829,0.075517,inf,0.5705812574139977
"carne, feijao, leite",arroz,0.156,0.519,0.156,1.0,1.9267822736030829,0.07503599999999999,inf,0.5699052132701421
"feijao, frango, hortifruti",arroz,0.127,0.519,0.127,1.0,1.9267822736030829,0.061087,inf,0.5509736540664376
"acucar, feijao, frango",arroz,0.105,0.519,0.105,1.0,1.9267822736030829,0.050504999999999994,inf,0.5374301675977653
"cafe, feijao, frango",arroz,0.104,0.519,0.104,1.0,1.9267822736030829,0.050024,inf,0.5368303571428571
"cerveja, feijao, pao",arroz,0.099,0.519,0.099,1.0,1.9267822736030829,0.047619,inf,0.5338512763596005
"cafe, carne, feijao",arroz,0.099,0.519,0.099,1.0,1.9267822736030829,0.047619,inf,0.5338512763596005
"cerveja, feijao, frango",arroz,0.099,0.519,0.099,1.0,1.9267822736030829,0.047619,inf,0.5338512763596005
"cerveja, feijao, leite",arroz,0.098,0.519,0.098,1.0,1.9267822736030829,0.047138,inf,0.5332594235033259
"acucar, carne, feijao",arroz,0.098,0.519,0.098,1.0,1.9267822736030829,0.047138,inf,0.5332594235033259
"feijao, frango, manteiga",arroz,0.097,0.519,0.097,1.0,1.9267822736030829,0.046657,inf,0.5326688815060907
"carne, feijao, manteiga",arroz,0.084,0.519,0.084,1.0,1.9267822736030829,0.040404,inf,0.5251091703056768
"carne, feijao, limpeza",arroz,0.066,0.519,0.066,1.0,1.9267822736030829,0.031746,inf,0.5149892933618845
"feijao, frango, limpeza",arroz,0.066,0.519,0.066,1.0,1.9267822736030829,0.031746,inf,0.5149892933618845
"feijao, pao, refrigerante",arroz,0.065,0.519,0.065,1.0,1.9267822736030829,0.031265,inf,0.5144385026737968
"feijao, leite, refrigerante",arroz,0.064,0.519,0.064,1.0,1.9267822736030829,0.030784,inf,0.5138888888888888
"doces, feijao",arroz,0.063,0.519,0.063,1.0,1.9267822736030829,0.030302999999999997,inf,0.5133404482390607
"feijao, frango, refrigerante",arroz,0.062,0.519,0.062,1.0,1.9267822736030829,0.029822,inf,0.5127931769722814
"acucar, cerveja, feijao",arroz,0.06,0.519,0.06,1.0,1.9267822736030829,0.028859999999999997,inf,0.5117021276595745
"cafe, cerveja, feijao",arroz,0.057,0.519,0.057,1.0,1.9267822736030829,0.027417,inf,0.5100742311770944
"cerveja, doces, feijao",arroz,0.055,0.519,0.055,1.0,1.9267822736030829,0.026455,inf,0.508994708994709
"cerveja, feijao, manteiga",arroz,0.052,0.519,0.052,1.0,1.9267822736030829,0.025012,inf,0.5073839662447258
arroz,"feijao, frango",0.519,0.27,0.27,0.5202312138728323,1.9267822736030826,0.12987,1.5215662650602408,1.0
"arroz, frango","feijao, leite",0.271,0.322,0.168,0.6199261992619927,1.9252366436707846,0.080738,1.7838640776699028,0.6592363968907179
"feijao, leite","arroz, frango",0.322,0.271,0.168,0.5217391304347826,1.9252366436707844,0.080738,1.5242727272727272,0.7088249754178959
"feijao, frango","arroz, pao",0.27,0.329,0.171,0.6333333333333333,1.9250253292806483,0.08217,1.83,0.6582552271088681
"arroz, pao","feijao, frango",0.329,0.27,0.171,0.5197568389057751,1.9250253292806483,0.08217,1.5200632911392404,0.7161345987920621
"cerveja, frango","feijao, leite",0.105,0.322,0.065,0.6190476190476191,1.922508133688258,0.031190000000000002,1.77975,0.536140954018049
"frango, refrigerante",feijao,0.063,0.512,0.062,0.9841269841269841,1.9221230158730158,0.029744,30.743999999999893,0.5119977966743553
"cerveja, frango, refrigerante",feijao,0.06,0.512,0.059,0.9833333333333333,1.9205729166666665,0.028279999999999996,29.27999999999991,0.5099170573386224
"carne, feijao",arroz,0.245,0.519,0.244,0.9959183673469387,1.9189178561598048,0.116845,117.84499999999858,0.6342688090326783
"arroz, hortifruti","feijao, leite",0.246,0.322,0.152,0.6178861788617886,1.9189011765894057,0.07278799999999999,1.7743404255319148,0.6351040067011028
"arroz, cerveja",feijao,0.168,0.512,0.165,0.9821428571428571,1.9182477678571428,0.078984,27.32799999999993,0.5753496503496502
"arroz, cafe, limpeza",feijao,0.055,0.512,0.054,0.9818181818181818,1.9176136363636362,0.02584,26.83999999999999,0.506368802665099
"acucar, arroz, limpeza",feijao,0.054,0.512,0.053,0.9814814814814815,1.9169560185185186,0.025352,26.35200000000004,0.5056444213969444
"acucar, feijao, pao",carne,0.124,0.261,0.062,0.5,1.9157088122605364,0.029635999999999996,1.478,0.5456621004566209
"acucar, feijao, leite",carne,0.124,0.261,0.062,0.5,1.9157088122605364,0.029635999999999996,1.478,0.5456621004566209
"cerveja, feijao",arroz,0.166,0.519,0.165,0.9939759036144579,1.9151751514729438,0.078846,79.84600000000047,0.5729670808807499
"feijao, frango","arroz, leite",0.27,0.325,0.168,0.6222222222222222,1.9145299145299144,0.08025,1.786764705882353,0.6543542074363993
"arroz, leite","feijao, frango",0.325,0.27,0.168,0.5169230769230769,1.9145299145299144,0.08025,1.5111464968152866,0.7076719576719576
"arroz, cerveja, pao",feijao,0.101,0.512,0.099,0.9801980198019802,1.9144492574257426,0.047288000000000004,24.643999999999977,0.5313198728104178
"arroz, cerveja, leite",feijao,0.1,0.512,0.098,0.98,1.9140625,0.0468,24.399999999999977,0.5306122448979592
"arroz, cerveja, refrigerante",feijao,0.099,0.512,0.097,0.9797979797979798,1.9136679292929293,0.046312,24.155999999999977,0.5299037724407016
"arroz, hortifruti","feijao, frango",0.246,0.27,0.127,0.516260162601626,1.9120746763023184,0.060579999999999995,1.5090756302521007,0.6326364376866684
"carne, feijao, hortifruti",arroz,0.12,0.519,0.119,0.9916666666666667,1.9107257546563905,0.05671999999999999,57.720000000000205,0.5416348357524827
"arroz, limpeza","feijao, frango",0.128,0.27,0.066,0.515625,1.909722222222222,0.03144,1.5070967741935484,0.5462885738115096
"frango, hortifruti","feijao, leite",0.135,0.322,0.083,0.6148148148148148,1.9093627789279963,0.03953,1.7601923076923076,0.5505954453652762
"frango, hortifruti","feijao, pao",0.135,0.326,0.084,0.6222222222222222,1.9086571233810496,0.03999,1.7841176470588234,0.5503715937241949
"feijao, refrigerante",arroz,0.105,0.519,0.104,0.9904761904761905,1.9084319662354345,0.04950499999999999,50.50500000000018,0.531854318865492
"arroz, hortifruti","feijao, pao",0.246,0.326,0.153,0.6219512195121951,1.907825826724525,0.072804,1.7828387096774192,0.6310916939720185
"cafe, feijao",arroz,0.202,0.519,0.2,0.9900990099009901,1.907705221389191,0.095162,48.58099999999995,0.5962531328320801
"acucar, feijao",arroz,0.201,0.519,0.199,0.9900497512437811,1.907610310681659,0.094681,48.34050000000022,0.5954742423003628
"arroz, cerveja, hortifruti",feijao,0.085,0.512,0.083,0.9764705882352941,1.9071691176470587,0.03948,20.739999999999977,0.5198498913687536
"cerveja, feijao, refrigerante",arroz,0.098,0.519,0.097,0.9897959183673469,1.907121229994888,0.046138,47.13799999999995,0.527327588177475
"acucar, cafe, feijao",arroz,0.19,0.519,0.188,0.9894736842105263,1.9065003549335766,0.08939,45.69499999999986,0.5870107696348831
"acucar, arroz","feijao, frango",0.204,0.27,0.105,0.5147058823529412,1.9063180827886712,0.04992,1.5042424242424244,0.5972720746590093
"arroz, cafe, pao",feijao,0.125,0.512,0.122,0.976,1.90625,0.057999999999999996,20.333333333333314,0.5433255269320842
"acucar, arroz, pao",feijao,0.125,0.512,0.122,0.976,1.90625,0.057999999999999996,20.333333333333314,0.5433255269320842
"arroz, cafe, leite",feijao,0.125,0.512,0.122,0.976,1.90625,0.057999999999999996,20.333333333333314,0.5433255269320842
"acucar, arroz, leite",feijao,0.125,0.512,0.122,0.976,1.90625,0.057999999999999996,20.333333333333314,0.5433255269320842
"arroz, cafe",feijao,0.205,0.512,0.2,0.9756097560975611,1.9054878048780488,0.09504000000000001,20.008000000000074,0.5977358490566037
"cafe, feijao, hortifruti",arroz,0.09,0.519,0.089,0.9888888888888889,1.9053735816741597,0.042289999999999994,43.290000000000155,0.5221632300283986
"acucar, arroz",feijao,0.204,0.512,0.199,0.9754901960784315,1.9052542892156865,0.09455200000000001,19.91040000000007,0.5969041185828641
"feijao, hortifruti","arroz, frango",0.246,0.271,0.127,0.516260162601626,1.9050190501905018,0.060334,1.5070084033613445,0.6300674617264354
"cerveja, frango","arroz, leite",0.105,0.325,0.065,0.6190476190476191,1.9047619047619047,0.030875,1.7718750000000003,0.5307262569832402
"acucar, feijao, hortifruti",arroz,0.087,0.519,0.086,0.9885057471264368,1.9046353509179899,0.040846999999999994,41.84700000000005,0.5202246618609745
"cerveja, feijao, hortifruti",arroz,0.084,0.519,0.083,0.9880952380952381,1.9038443893935224,0.039404,40.404000000000146,0.5182827379386541
"arroz, hortifruti, pao",feijao,0.157,0.512,0.153,0.9745222929936306,1.9033638535031847,0.072616,19.154000000000003,0.5630063808837098
"arroz, hortifruti, leite",feijao,0.156,0.512,0.152,0.9743589743589743,1.9030448717948718,0.072128,19.031999999999986,0.5622349713145424
"arroz, feijao, manteiga",frango,0.177,0.288,0.097,0.5480225988700566,1.9028562460765854,0.04602400000000001,1.5753000000000001,0.5765178940511833
"acucar, arroz, cafe",feijao,0.193,0.512,0.188,0.9740932642487047,1.9025259067357514,0.089184,18.836800000000014,0.5878351657043424
"carne, limpeza","arroz, feijao",0.069,0.503,0.066,0.9565217391304347,1.9016336762036474,0.031293,11.430999999999978,0.5092764378478664
"feijao, hortifruti","arroz, leite",0.246,0.325,0.152,0.6178861788617886,1.9011882426516573,0.07204999999999999,1.766489361702128,0.6286646656428869
"cafe, feijao","arroz, frango",0.202,0.271,0.104,0.5148514851485148,1.8998209784078033,0.04925799999999999,1.5026326530612242,0.5935270869481395
"carne, cerveja, feijao",arroz,0.07,0.519,0.069,0.9857142857142857,1.89925681255161,0.032670000000000005,33.66999999999986,0.509116409537167
"cerveja, frango","feijao, pao",0.105,0.326,0.065,0.6190476190476191,1.8989190768331872,0.030770000000000006,1.76925,0.5289213579716373
"feijao, hortifruti, limpeza",arroz,0.069,0.519,0.068,0.9855072463768115,1.8988578928262263,0.032189,33.18899999999985,0.5084507487205409
"arroz, refrigerante",feijao,0.107,0.512,0.104,0.9719626168224299,1.8983644859813085,0.049215999999999996,17.40533333333333,0.5299336721509174
"carne, manteiga","arroz, feijao",0.088,0.503,0.084,0.9545454545454547,1.89770468100488,0.03973600000000001,10.934000000000037,0.5186925647451963
"arroz, hortifruti",feijao,0.246,0.512,0.239,0.9715447154471545,1.8975482723577235,0.11304799999999998,17.149714285714293,0.6273265041119607
carne,"arroz, feijao, leite",0.261,0.315,0.156,0.5977011494252873,1.8974639664294835,0.07378499999999999,1.7027142857142856,0.6400281045071301
"feijao, limpeza",arroz,0.129,0.519,0.127,0.9844961240310077,1.8969096802138876,0.06004899999999999,31.024499999999943,0.542855076525308
"cafe, feijao, manteiga",arroz,0.064,0.519,0.063,0.984375,1.8966763005780347,0.029783999999999998,30.784,0.5050875050875051
"frango, refrigerante",arroz,0.063,0.519,0.062,0.9841269841269841,1.8961984279903354,0.029302999999999996,30.302999999999894,0.5044066512892897
"acucar, feijao, manteiga",arroz,0.063,0.519,0.062,0.9841269841269841,1.8961984279903354,0.029302999999999996,30.302999999999894,0.5044066512892897
"cafe, feijao, pao",arroz,0.124,0.519,0.122,0.9838709677419355,1.8957051401578717,0.057644,29.822000000000024,0.5393742046560371
"acucar, feijao, pao",arroz,0.124,0.519,0.122,0.9838709677419355,1.8957051401578717,0.057644,29.822000000000024,0.5393742046560371
"cafe, feijao, leite",arroz,0.124,0.519,0.122,0.9838709677419355,1.8957051401578717,0.057644,29.822000000000024,0.5393742046560371
"acucar, feijao, leite",arroz,0.124,0.519,0.122,0.9838709677419355,1.8957051401578717,0.057644,29.822000000000024,0.5393742046560371
"frango, limpeza",feijao,0.068,0.512,0.066,0.9705882352941176,1.8956801470588234,0.031183999999999996,16.591999999999995,0.5069579919365327
"arroz, pao, refrigerante",feijao,0.067,0.512,0.065,0.9701492537313433,1.8948227611940298,0.030696,16.348000000000013,0.5061587929755132
"cerveja, frango, refrigerante",arroz,0.06,0.519,0.059,0.9833333333333333,1.894669235709698,0.027859999999999996,28.85999999999991,0.5023440317345834
"frango, manteiga",feijao,0.1,0.512,0.097,0.97,1.89453125,0.0458,16.26666666666665,0.5246277205040092
"cafe, carne, pao",feijao,0.066,0.512,0.064,0.9696969696969697,1.893939393939394,0.030208,16.104000000000013,0.5053533190578159
"cafe, carne, leite",feijao,0.066,0.512,0.064,0.9696969696969697,1.893939393939394,0.030208,16.104000000000013,0.5053533190578159
"arroz, leite, refrigerante",feijao,0.066,0.512,0.064,0.9696969696969697,1.893939393939394,0.030208,16.104000000000013,0.5053533190578159
"arroz, pao",feijao,0.329,0.512,0.319,0.9696048632218844,1.893759498480243,0.150552,16.055199999999967,0.7033529705815023
feijao,"arroz, pao",0.512,0.329,0.319,0.623046875,1.893759498480243,0.150552,1.7800621761658033,0.9671103345495656
"arroz, leite",feijao,0.325,0.512,0.315,0.9692307692307692,1.893028846153846,0.14859999999999998,15.86,0.698883009994121
feijao,"arroz, leite",0.512,0.325,0.315,0.615234375,1.893028846153846,0.14859999999999998,1.7543147208121828,0.9666926880041633
"arroz, doces",feijao,0.065,0.512,0.063,0.9692307692307692,1.893028846153846,0.029719999999999996,15.86,0.5045412104235633
"arroz, cafe, manteiga",feijao,0.065,0.512,0.063,0.9692307692307692,1.893028846153846,0.029719999999999996,15.86,0.5045412104235633
"cafe, carne","feijao, leite",0.105,0.322,0.064,0.6095238095238096,1.8929310854776695,0.03019,1.7363414634146341,0.5270600558659218
feijao,arroz,0.512,0.519,0.503,0.982421875,1.8929130539499035,0.23727199999999998,27.363555555555553,0.9666264706840921
arroz,feijao,0.519,0.512,0.503,0.9691714836223506,1.8929130539499035,0.23727199999999998,15.82949999999997,0.9806937997792868
"frango, manteiga, pao",feijao,0.097,0.512,0.094,0.9690721649484536,1.8927190721649485,0.044336,15.778666666666666,0.5223251101529182
"frango, leite, manteiga",feijao,0.097,0.512,0.094,0.9690721649484536,1.8927190721649485,0.044336,15.778666666666666,0.5223251101529182
"arroz, leite, pao",feijao,0.323,0.512,0.313,0.9690402476780186,1.89265673374613,0.147624,15.762399999999987,0.6966649520294854
feijao,"arroz, leite, pao",0.512,0.323,0.313,0.611328125,1.89265673374613,0.147624,1.7418291457286432,0.9664798617294297
"acucar, arroz, manteiga",feijao,0.064,0.512,0.062,0.96875,1.89208984375,0.029232,15.616,0.5037220843672457
"frango, hortifruti","arroz, leite",0.135,0.325,0.083,0.6148148148148148,1.8917378917378918,0.039125,1.7524038461538463,0.5449543840100286
"carne, pao","arroz, feijao",0.165,0.503,0.157,0.9515151515151514,1.8916802217001023,0.074005,10.250624999999982,0.5645142835348412
"frango, hortifruti","arroz, pao",0.135,0.329,0.084,0.6222222222222222,1.8912529550827422,0.039585,1.7761764705882355,0.5447976878612717
"carne, leite","arroz, feijao",0.164,0.503,0.156,0.9512195121951219,1.8910924695728069,0.07350799999999999,10.18849999999999,0.5636424978530241
"feijao, hortifruti","arroz, pao",0.246,0.329,0.153,0.6219512195121951,1.8904292386388908,0.07206599999999999,1.7749032258064517,0.6246944401102615
"acucar, arroz, cerveja",feijao,0.062,0.512,0.06,0.9677419354838709,1.8901209677419353,0.028255999999999996,15.127999999999961,0.5020611229566453
"arroz, cafe, hortifruti",feijao,0.092,0.512,0.089,0.967391304347826,1.8894361413043477,0.041895999999999996,14.965333333333318,0.5184378557639955
"feijao, limpeza","arroz, frango",0.129,0.271,0.066,0.5116279069767442,1.887925856002746,0.031041,1.4927142857142857,0.5399749504227116
"acucar, arroz, hortifruti",feijao,0.089,0.512,0.086,0.9662921348314606,1.8872893258426964,0.040431999999999996,14.477333333333299,0.5160697419140734
"arroz, cafe, cerveja",feijao,0.059,0.512,0.057,0.9661016949152543,1.886917372881356,0.026792000000000003,14.396000000000038,0.4995059380651416
carne,"arroz, feijao, pao",0.261,0.319,0.157,0.6015325670498084,1.8856820283693052,0.073741,1.709048076923077,0.6355722572248605
arroz,"feijao, pao",0.519,0.326,0.319,0.6146435452793835,1.8854096480962683,0.149806,1.74903,0.9763228383918039
"feijao, pao",arroz,0.326,0.519,0.319,0.9785276073619632,1.885409648096268,0.149806,22.400857142857156,0.6967526487632903
"feijao, leite",arroz,0.322,0.519,0.315,0.9782608695652174,1.8848957024377984,0.14788199999999999,22.126000000000015,0.6924287118977385
arroz,"feijao, leite",0.519,0.322,0.315,0.6069364161849711,1.8848957024377984,0.14788199999999999,1.724911764705882,0.976022176022176
"feijao, leite, pao",arroz,0.32,0.519,0.313,0.978125,1.8846339113680155,0.14692,21.98857142857145,0.6902837812441271
arroz,"feijao, leite, pao",0.519,0.32,0.313,0.6030828516377649,1.8846339113680153,0.14692,1.7132038834951453,0.9758689630894104
"arroz, cerveja, doces",feijao,0.057,0.512,0.055,0.9649122807017544,1.884594298245614,0.025816,13.908000000000001,0.4977537838619493
"feijao, manteiga",arroz,0.181,0.519,0.177,0.9779005524861878,1.8842014498770476,0.083061,21.765249999999945,0.5729806916247595
"feijao, limpeza, pao",arroz,0.09,0.519,0.088,0.9777777777777777,1.8839648897452363,0.04128999999999999,21.644999999999968,0.5156093906093905
"feijao, leite, limpeza",arroz,0.09,0.519,0.088,0.9777777777777777,1.8839648897452363,0.04128999999999999,21.644999999999968,0.5156093906093905
"feijao, manteiga, pao",arroz,0.178,0.519,0.174,0.9775280898876404,1.8834837955445864,0.081618,21.404499999999945,0.5706435103616075
"feijao, leite, manteiga",arroz,0.178,0.519,0.174,0.9775280898876404,1.8834837955445864,0.081618,21.404499999999945,0.5706435103616075
"feijao, refrigerante","arroz, pao",0.105,0.329,0.065,0.6190476190476191,1.881603705311912,0.030455000000000003,1.7613750000000001,0.5235066609368285
"cerveja, frango","arroz, pao",0.105,0.329,0.065,0.6190476190476191,1.881603705311912,0.030455000000000003,1.7613750000000001,0.5235066609368285
"arroz, cerveja, manteiga",feijao,0.054,0.512,0.052,0.9629629629629629,1.880787037037037,0.024352,13.17599999999998,0.49503984387705324
"carne, cerveja","arroz, feijao",0.073,0.503,0.069,0.9452054794520549,1.879136142051799,0.03228100000000001,9.07025000000002,0.5046823945093258
"arroz, cafe","feijao, frango",0.205,0.27,0.104,0.5073170731707317,1.8789521228545618,0.04864999999999999,1.4816831683168317,0.5884131591678761
"arroz, manteiga, pao",feijao,0.181,0.512,0.174,0.9613259668508287,1.8775897790055247,0.08132799999999998,12.61828571428571,0.5706987775953293
"arroz, leite, manteiga",feijao,0.181,0.512,0.174,0.9613259668508287,1.8775897790055247,0.08132799999999998,12.61828571428571,0.5706987775953293
"cafe, carne","arroz, leite",0.105,0.325,0.064,0.6095238095238096,1.8754578754578755,0.029875,1.7286585365853662,0.5215607541899441
"feijao, refrigerante","arroz, leite",0.105,0.325,0.064,0.6095238095238096,1.8754578754578755,0.029875,1.7286585365853662,0.5215607541899441
"cafe, carne","arroz, feijao",0.105,0.503,0.099,0.942857142857143,1.87446748082931,0.046185000000000004,8.697500000000014,0.521245979346538
"cerveja, frango","arroz, feijao",0.105,0.503,0.099,0.942857142857143,1.87446748082931,0.046185000000000004,8.697500000000014,0.521245979346538
"carne, cerveja",feijao,0.073,0.512,0.07,0.9589041095890413,1.8728595890410962,0.03262400000000001,11.874666666666716,0.5027585144089999
"feijao, hortifruti",arroz,0.246,0.519,0.239,0.9715447154471545,1.8719551357363284,0.11132599999999998,16.90371428571429,0.6177707734481648
"frango, hortifruti","arroz, feijao",0.135,0.503,0.127,0.9407407407407407,1.8702599219497826,0.059094999999999995,8.386874999999987,0.5379363706704292
"frango, limpeza",arroz,0.068,0.519,0.066,0.9705882352941176,1.8701122067324039,0.030708,16.353999999999996,0.499219664455716
"cafe, carne","feijao, pao",0.105,0.326,0.064,0.6095238095238096,1.8697049371896,0.029770000000000005,1.7260975609756097,0.5197276536312849
"frango, manteiga",arroz,0.1,0.519,0.097,0.97,1.8689788053949903,0.0451,16.033333333333317,0.5166093928980527
"arroz, manteiga",feijao,0.185,0.512,0.177,0.9567567567567568,1.8686655405405406,0.08227999999999999,11.284999999999998,0.5703788430210391
"cafe, carne, pao",arroz,0.066,0.519,0.064,0.9696969696969697,1.868394931978747,0.029746,15.873000000000014,0.4976244646680943
"cafe, carne, leite",arroz,0.066,0.519,0.064,0.9696969696969697,1.868394931978747,0.029746,15.873000000000014,0.4976244646680943
"carne, limpeza",feijao,0.069,0.512,0.066,0.9565217391304347,1.8682065217391302,0.030671999999999998,11.223999999999979,0.49917000292940134
"frango, pao","arroz, feijao",0.182,0.503,0.171,0.9395604395604397,1.8679133987285084,0.07945400000000001,8.223090909090923,0.5680235633909549
"acucar, feijao","arroz, leite",0.201,0.325,0.122,0.6069651741293531,1.8675851511672403,0.05667499999999999,1.7174050632911388,0.5814132419622888
"frango, manteiga, pao",arroz,0.097,0.519,0.094,0.9690721649484536,1.867191069264843,0.043656999999999994,15.552333333333332,0.514325769892321
"frango, leite, manteiga",arroz,0.097,0.519,0.094,0.9690721649484536,1.867191069264843,0.043656999999999994,15.552333333333332,0.514325769892321
"cerveja, frango, pao",feijao,0.068,0.512,0.065,0.9558823529411764,1.866957720588235,0.030183999999999996,11.061333333333316,0.49825024760647074
"cerveja, frango, leite",feijao,0.068,0.512,0.065,0.9558823529411764,1.866957720588235,0.030183999999999996,11.061333333333316,0.49825024760647074
"frango, leite","arroz, feijao",0.179,0.503,0.168,0.9385474860335197,1.8658995746193234,0.07796300000000002,8.08754545454547,0.5652441853720783
"feijao, hortifruti, pao",arroz,0.158,0.519,0.153,0.9683544303797468,1.8658081510207067,0.07099799999999999,15.199599999999972,0.5511154580597084
"feijao, hortifruti, leite",arroz,0.157,0.519,0.152,0.9681528662420382,1.8654197808131756,0.070517,15.103400000000002,0.5503293375788225
"carne, manteiga",feijao,0.088,0.512,0.084,0.9545454545454547,1.8643465909090913,0.038944000000000006,10.736000000000036,0.5083542188805347
"carne, manteiga, pao",feijao,0.088,0.512,0.084,0.9545454545454547,1.8643465909090913,0.038944000000000006,10.736000000000036,0.5083542188805347
"carne, leite, manteiga",feijao,0.088,0.512,0.084,0.9545454545454547,1.8643465909090913,0.038944000000000006,10.736000000000036,0.5083542188805347
frango,"arroz, feijao",0.288,0.503,0.27,0.9375000000000001,1.8638170974155073,0.12513600000000002,7.952000000000014,0.6509363295880152
"arroz, feijao",frango,0.503,0.288,0.27,0.5367793240556661,1.8638170974155073,0.12513600000000002,1.5370643776824036,0.9325285043594904
"acucar, frango","arroz, feijao",0.112,0.503,0.105,0.9375,1.863817097415507,0.04866399999999999,7.952,0.5219219219219218
"arroz, refrigerante","feijao, pao",0.107,0.326,0.065,0.6074766355140188,1.8634252623129408,0.030118,1.7170952380952382,0.518873287966233
"acucar, carne, pao",feijao,0.065,0.512,0.062,0.9538461538461538,1.8629807692307692,0.028719999999999996,10.57333333333332,0.49542867000172497
"acucar, carne, leite",feijao,0.065,0.512,0.062,0.9538461538461538,1.8629807692307692,0.028719999999999996,10.57333333333332,0.49542867000172497
"cafe, frango","arroz, feijao",0.111,0.503,0.104,0.9369369369369369,1.8626976877473895,0.048166999999999995,7.880999999999998,0.5209721380981223
"cafe, frango, pao",feijao,0.064,0.512,0.061,0.953125,1.861572265625,0.028232,10.410666666666666,0.49446546167857647
"cafe, frango, leite",feijao,0.064,0.512,0.061,0.953125,1.861572265625,0.028232,10.410666666666666,0.49446546167857647
frango,"arroz, feijao, pao",0.288,0.319,0.171,0.5937500000000001,1.8612852664576807,0.07912800000000002,1.676307692307693,0.6499112950916619
"arroz, feijao, pao",frango,0.319,0.288,0.171,0.5360501567398119,1.8612852664576804,0.07912800000000002,1.5346486486486486,0.6794960970708711
"feijao, hortifruti, manteiga",arroz,0.088,0.519,0.085,0.965909090909091,1.8610965142757052,0.03932800000000001,14.10933333333339,0.507327141382869
"feijao, manteiga",frango,0.181,0.288,0.097,0.5359116022099448,1.8608041743400863,0.04487200000000001,1.5341904761904763,0.5648326473068742
carne,"arroz, feijao",0.261,0.503,0.244,0.9348659003831417,1.8585803188531642,0.11271699999999998,7.63041176470587,0.6251081434814436
"carne, pao",feijao,0.165,0.512,0.157,0.9515151515151514,1.85842803030303,0.07252,10.064999999999982,0.5531866203897937
"cafe, feijao","arroz, leite",0.202,0.325,0.122,0.6039603960396039,1.8583396801218581,0.05635,1.704375,0.5788035662927811
"cafe, feijao, limpeza",arroz,0.056,0.519,0.054,0.9642857142857143,1.8579686209744013,0.024935999999999996,13.468000000000005,0.4891713747645951
"carne, leite",feijao,0.164,0.512,0.156,0.9512195121951219,1.8578506097560974,0.072032,10.00399999999999,0.5523248681143418
"arroz, hortifruti, pao",frango,0.157,0.288,0.084,0.535031847133758,1.8577494692144374,0.038784000000000006,1.5312876712328767,0.547703779020505
"arroz, refrigerante","feijao, leite",0.107,0.322,0.064,0.5981308411214954,1.8575491960294888,0.029546000000000003,1.6871162790697676,0.5169722844344905
"acucar, arroz","feijao, leite",0.204,0.322,0.122,0.5980392156862745,1.85726464498843,0.056312,1.686731707317073,0.5798665458439739
"acucar, feijao, limpeza",arroz,0.055,0.519,0.053,0.9636363636363636,1.8567174636538797,0.024454999999999998,13.227499999999996,0.4882699411001298
"carne, leite, pao",feijao,0.162,0.512,0.154,0.9506172839506173,1.8566743827160495,0.071056,9.882,0.5505997582369897
carne,"feijao, leite",0.261,0.322,0.156,0.5977011494252873,1.8562147497679728,0.071958,1.6853142857142853,0.624180285208702
"acucar, carne","arroz, feijao",0.105,0.503,0.098,0.9333333333333335,1.8555334658714382,0.045185,7.455000000000014,0.5151636073423783
"cafe, carne","arroz, pao",0.105,0.329,0.064,0.6095238095238096,1.8526559559994211,0.029455000000000002,1.7184146341463418,0.5142283519553073
frango,"arroz, feijao, leite",0.288,0.315,0.168,0.5833333333333334,1.8518518518518519,0.07728000000000002,1.6440000000000003,0.6460674157303372
